baseline,user_id,precision_at_k,recall_at_k,ndcg_at_k,diversity_at_k,recommended_items,relevant_items
content_category,AG4MHE5R6N2VXE5SUVBQ6ZJD5XFA,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B0892B3VWM
popularity,AG4MIJ3XKUITOBU5OCP5JQ66LGSA,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B00Q4X2FSM
content_category,AG4MIJ3XKUITOBU5OCP5JQ66LGSA,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B00Q4X2FSM
popularity,AG4ML3WAGZ2ZF6MUXHH5B6XWAXCA,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B0BZ3WH79Q
content_category,AG4ML3WAGZ2ZF6MUXHH5B6XWAXCA,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B0BZ3WH79Q
popularity,AG4NWIDJKCNAGSMBKIDCRRV5I5NQ,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B07Q5G2FQJ
content_category,AG4NWIDJKCNAGSMBKIDCRRV5I5NQ,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B07Q5G2FQJ
popularity,AG4OK5PDMBYT6WYLIFZRHPD4DPUQ,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B00OXC7G8K
content_category,AG4OK5PDMBYT6WYLIFZRHPD4DPUQ,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B00OXC7G8K
popularity,AG4P7YRPVJLIIJ5TK6CLDCDLIHRQ,0.1,1.0,1.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B08YBGCNHP
content_category,AG4P7YRPVJLIIJ5TK6CLDCDLIHRQ,0.1,1.0,1.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B08YBGCNHP
popularity,AG4Q2K6FEPPI4NOMRVROS2TJ4VZQ,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B00ECX0DIU
content_category,AG4Q2K6FEPPI4NOMRVROS2TJ4VZQ,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B00ECX0DIU
popularity,AG4R4Q2OXCQDHRAY7DQHP5TQMPQQ,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B00DM8JA5S
content_category,AG4R4Q2OXCQDHRAY7DQHP5TQMPQQ,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B00DM8JA5S
popularity,AG4RXLJCLQMDGXVBMREUAHPW243Q,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B09WR5CDD1
content_category,AG4RXLJCLQMDGXVBMREUAHPW243Q,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B09WR5CDD1
popularity,AG4TA23EYGPDFDLUGQEOISQJII6Q,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B07TR5LJHJ
content_category,AG4TA23EYGPDFDLUGQEOISQJII6Q,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B07TR5LJHJ
popularity,AG4TBK3CHMFGXNRUU3PO2DK76GFA,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B004XLE3DC
content_category,AG4TBK3CHMFGXNRUU3PO2DK76GFA,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B004XLE3DC
popularity,AG4U2GD6ZVDKKKIV6MI5ABHAPKZQ,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B01KU54ZZA
content_category,AG4U2GD6ZVDKKKIV6MI5ABHAPKZQ,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B01KU54ZZA
popularity,AG4UFO3F5YEKMDT244F5CSPLS3OA,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B09MVV717N
content_category,AG4UFO3F5YEKMDT244F5CSPLS3OA,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B09MVV717N
popularity,AG4UJPL6T2ILVDXJWVX2OFUSAYWA,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B00DM8K30Y
content_category,AG4UJPL6T2ILVDXJWVX2OFUSAYWA,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B00DM8K30Y
popularity,AG4UPGO2GOYSIDF4XMDFT4SN55CQ,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B00ECV3FT6
content_category,AG4UPGO2GOYSIDF4XMDFT4SN55CQ,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B00ECV3FT6
popularity,AG4USKTIM3YMDLLZY2COFSTQVIZQ,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B089494JWT
content_category,AG4USKTIM3YMDLLZY2COFSTQVIZQ,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B089494JWT
popularity,AG4XDPRAXDS4IW5GTT4S4EHOJPOQ,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B07J6S4RZ9
content_category,AG4XDPRAXDS4IW5GTT4S4EHOJPOQ,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B07J6S4RZ9
popularity,AG4XJTUG7NIZT4FHLUG2BSIPROZQ,0.0,0.0,0.0,0.0,"B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7,B0BWBF4MN1",B00VBP8QPO
content_category,AG4XJTUG7NIZT4FHLUG2BSIPROZQ,0.0,0.0,0.0,0.0,"B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7,B0BWBF4MN1",B00VBP8QPO
popularity,AG4YCQD37AE5T5CXCUEHAEPV43JA,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7,B0BWBF4MN1",B0BZV8999P
content_category,AG4YCQD37AE5T5CXCUEHAEPV43JA,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7,B0BWBF4MN1",B0BZV8999P
popularity,AG4YFO2Y3MOGOFC2IXXXAQ65W3DA,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B004XLE3JG
content_category,AG4YFO2Y3MOGOFC2IXXXAQ65W3DA,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B004XLE3JG
popularity,AG4ZYSVIE35644JPZGVOHPNPHQ6Q,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B074HLRXMP
content_category,AG4ZYSVIE35644JPZGVOHPNPHQ6Q,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B074HLRXMP
popularity,AG52CDWRB6KDPG7YD4HG7DQDYOWQ,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B0892B3VWM
content_category,AG52CDWRB6KDPG7YD4HG7DQDYOWQ,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B0892B3VWM
popularity,AG52HMRIV444C2S6MS4HYE6XCWFQ,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B0B3VD8DZB
content_category,AG52HMRIV444C2S6MS4HYE6XCWFQ,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B0B3VD8DZB
popularity,AG52MTI33KVTDDB2J4XKS5JCZ43Q,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B0C57WMPJQ
content_category,AG52MTI33KVTDDB2J4XKS5JCZ43Q,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B0C57WMPJQ
popularity,AG52W435GRCUA6KFNJGBQPXQLGOQ,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B008DJIAMA
content_category,AG52W435GRCUA6KFNJGBQPXQLGOQ,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B008DJIAMA
popularity,AG54ERHNSPJ2TAWP43CUUGDCEN4A,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B0998F4RKT
content_category,AG54ERHNSPJ2TAWP43CUUGDCEN4A,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B0998F4RKT
popularity,AG54OFRTTHKYBNI5WP3RCXQ7R6DQ,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B08HH27G2V
content_category,AG54OFRTTHKYBNI5WP3RCXQ7R6DQ,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B08HH27G2V
popularity,AG54WPATNJQGCQNO4ZZH2JU7EKLA,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B07RGY33TN
content_category,AG54WPATNJQGCQNO4ZZH2JU7EKLA,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B07RGY33TN
popularity,AG55XIFJ57FMBYC44I4CYDQZCT5A,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B00N26W3NG
content_category,AG55XIFJ57FMBYC44I4CYDQZCT5A,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B00N26W3NG
popularity,AG56TKJKUL4YVJRFT3RKOFTWWMOQ,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B09VTZ54J7,B0BWBF4MN1",B00AJ1D502
content_category,AG56TKJKUL4YVJRFT3RKOFTWWMOQ,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B09VTZ54J7,B0BWBF4MN1",B00AJ1D502
popularity,AG5AULDJZFJCFQQEBCC7AEQ5HKPQ,0.1,1.0,0.3010299956639812,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B003BIGDLI
content_category,AG5AULDJZFJCFQQEBCC7AEQ5HKPQ,0.1,1.0,0.3010299956639812,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B003BIGDLI
popularity,AG5BD7C3YDPINOXGMUFOQK3P7X3Q,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B0C3C5P3DB
content_category,AG5BD7C3YDPINOXGMUFOQK3P7X3Q,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B0C3C5P3DB
popularity,AG5C5U2TID2UG6CLTAY2GAHD3JXA,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B083PRDBSB
content_category,AG5C5U2TID2UG6CLTAY2GAHD3JXA,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B083PRDBSB
popularity,AG5CKTH2KM3IHFQYEXB2X46DAPSQ,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B08FDC59PB,B003BIGDLI,B09VTZ54J7,B0BWBF4MN1",B07LHDCDCD
content_category,AG5CKTH2KM3IHFQYEXB2X46DAPSQ,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B08FDC59PB,B003BIGDLI,B09VTZ54J7,B0BWBF4MN1",B07LHDCDCD
popularity,AG5D6CCK53YGWBZD3ZBGGALZXJGQ,0.0,0.0,0.0,0.0,"B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7,B0BWBF4MN1",B0BZH3YWD7
content_category,AG5D6CCK53YGWBZD3ZBGGALZXJGQ,0.0,0.0,0.0,0.0,"B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7,B0BWBF4MN1",B0BZH3YWD7
popularity,AG5DZIJB7GW2CUKWHH6I3R77RVIQ,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B0C5HQ6LFJ
content_category,AG5DZIJB7GW2CUKWHH6I3R77RVIQ,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B0C5HQ6LFJ
popularity,AG5EITRMW3DRKMFFTEN43ZW4MTFQ,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B00QZPGZ3A
content_category,AG5EITRMW3DRKMFFTEN43ZW4MTFQ,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B00QZPGZ3A
popularity,AG5F2PEIA5AQQRE67PK24HSK5K4Q,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B073BLHCND
content_category,AG5F2PEIA5AQQRE67PK24HSK5K4Q,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B073BLHCND
popularity,AG5F35QK4DRUWZX33JBIUZC4UPDQ,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B07PPR4LF3
content_category,AG5F35QK4DRUWZX33JBIUZC4UPDQ,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B07PPR4LF3
popularity,AG5FGCIM6PBJX3JNDRKQMITZTIMA,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B09MRWZ96Z
content_category,AG5FGCIM6PBJX3JNDRKQMITZTIMA,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B09MRWZ96Z
popularity,AG5FLP6TE5JLMPEUTIXJMYOWKD6A,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B005BA2G8I
content_category,AG5FLP6TE5JLMPEUTIXJMYOWKD6A,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B005BA2G8I
popularity,AG5HAGVWVJKVH43XRTQR2H72Q6AQ,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B0BX9GK3PB
content_category,AG5HAGVWVJKVH43XRTQR2H72Q6AQ,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B0BX9GK3PB
popularity,AG5HVUWXJ7HNAST62GOEKG5PP6FQ,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7,B0BWBF4MN1",B015R03QQM
content_category,AG5HVUWXJ7HNAST62GOEKG5PP6FQ,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7,B0BWBF4MN1",B015R03QQM
popularity,AG5I7G3F5XGPVR5AA5TDTFYCWYYA,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B07H44NYT9
content_category,AG5I7G3F5XGPVR5AA5TDTFYCWYYA,0.0,0.0,0.0,0.0,"B08YBGCNHP,B002JAKRAM,B0BHVB8BF4,B01ALBMIEI,B00UXG4WR8,B09MQLYPRR,B0C2HMPZRB,B08FDC59PB,B003BIGDLI,B09VTZ54J7",B07H44NYT9
